+-----------------------------------------------------------------------------+
|                         RASTER MAP CATEGORY REPORT                          |
|LOCATION: RWA1                                       Thu Apr 16 19:21:55 2020|
|-----------------------------------------------------------------------------|
|          north: 9884191.10285493    east: 267001.55683388                   |
|REGION    south: 9685318.51287095    west:  39147.53413866                   |
|          res:       499.67987433    res:     499.67987433                   |
|-----------------------------------------------------------------------------|
|MASK: none                                                                   |
|-----------------------------------------------------------------------------|
|MAP: (untitled) (rTravelTime__rwa_go in RWA1)                                |
|-----------------------------------------------------------------------------|
|                   Category Information                    |  square  |   %  |
|  #|description                                            |kilometers| cover|
|-----------------------------------------------------------------------------|
|300| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.746|  0.01|
|301| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.745|  0.01|
|302| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.746|  0.01|
|303| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.996|  0.01|
|304| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     4.744|  0.01|
|305| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     4.494|  0.01|
|306| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     6.492|  0.01|
|307| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.745|  0.01|
|308| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|309| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|310| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     5.243|  0.01|
|311| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.745|  0.01|
|312| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.246|  0.01|
|313| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.746|  0.01|
|314| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.997|  0.00|
|315| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.246|  0.01|
|316| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     4.494|  0.01|
|317| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.995|  0.01|
|318| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|319| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.745|  0.01|
|320| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.996|  0.01|
|321| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.496|  0.01|
|322| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.246|  0.01|
|323| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.247|  0.00|
|324| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|325| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.496|  0.01|
|326| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     4.494|  0.01|
|327| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|328| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.247|  0.00|
|329| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|330| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|331| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.745|  0.01|
|332| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.496|  0.01|
|333| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.748|  0.00|
|334| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.746|  0.01|
|335| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     4.494|  0.01|
|336| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.996|  0.01|
|337| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|338| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.748|  0.00|
|339| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.996|  0.01|
|340| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.996|  0.01|
|341| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.247|  0.00|
|342| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.746|  0.01|
|343| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.247|  0.00|
|344| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.997|  0.00|
|345| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.748|  0.00|
|346| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|347| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.746|  0.01|
|348| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|349| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.748|  0.00|
|350| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.746|  0.01|
|351| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     3.246|  0.01|
|352| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.996|  0.01|
|353| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.748|  0.00|
|354| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|355| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.247|  0.00|
|356| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.247|  0.00|
|357| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.247|  0.00|
|358| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|359| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.997|  0.00|
|360| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.748|  0.00|
|361| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.746|  0.01|
|362| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|363| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|364| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|365| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|366| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.748|  0.00|
|367| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|368| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|369| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|370| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|371| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.996|  0.01|
|372| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.997|  0.00|
|373| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|374| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|375| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.746|  0.01|
|376| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.497|  0.01|
|377| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.997|  0.00|
|378| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|379| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|380| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|381| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.748|  0.00|
|382| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|383| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|384| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|385| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|386| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|387| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|388| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|389| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|390| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.498|  0.00|
|391| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.247|  0.00|
|392| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|393| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|394| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|395| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|396| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     2.247|  0.00|
|397| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|398| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|399| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|400| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|401| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|402| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|403| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|404| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|405| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|406| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|407| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.748|  0.00|
|408| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|409| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|410| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|411| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|412| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|413| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|414| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|415| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|416| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|417| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|418| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|419| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|420| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|421| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|422| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|423| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|424| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|425| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|426| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|427| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|428| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|429| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|430| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|431| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|432| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|434| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|435| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|436| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|437| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|438| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|439| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|441| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|444| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|445| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|446| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|447| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|448| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|449| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|451| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|452| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|454| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|455| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|457| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|459| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|460| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|462| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.999|  0.00|
|463| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|464| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|465| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|466| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|469| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|472| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|473| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|474| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|477| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|478| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|479| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|480| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|481| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|482| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|485| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|486| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|487| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|488| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|491| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|492| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|494| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|497| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|498| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|499| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|501| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|502| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|506| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|507| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|509| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|510| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|513| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|514| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|515| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     1.248|  0.00|
|518| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|519| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|520| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|524| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|526| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|528| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|529| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|530| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|532| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|533| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|534| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|536| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|537| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|538| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|539| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|540| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|543| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|544| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|546| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.749|  0.00|
|547| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|552| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|553| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|554| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|558| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|559| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|560| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|566| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|580| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.499|  0.00|
|590| . . . . . . . . . . . . . . . . . . . . . . . . . . . |     0.250|  0.00|
|  *|no data. . . . . . . . . . . . . . . . . . . . . . . . |29,762.602| 65.68|
|-----------------------------------------------------------------------------|
|TOTAL                                                      |45,313.920|100.00|
+-----------------------------------------------------------------------------+
