+-----------------------------------------------------------------------------+
|                         RASTER MAP CATEGORY REPORT                          |
|LOCATION: KEN2                                       Wed Jun 10 22:06:35 2020|
|-----------------------------------------------------------------------------|
|          north: 10674432.43287579    east:  977778.28195199                 |
|REGION    south:  9386262.60103682    west: -169427.68004663                 |
|          res:        499.87187887    res:      499.87187887                 |
|-----------------------------------------------------------------------------|
|MASK: none                                                                   |
|-----------------------------------------------------------------------------|
|MAP: (untitled) (rTravelTime__ken_go_v2_analysis in KEN2)                    |
|-----------------------------------------------------------------------------|
|                   Category Information                    |  square  |   %  |
|    #|description                                          |kilometers| cover|
|-----------------------------------------------------------------------------|
| 1238| . . . . . . . . . . . . . . . . . . . . . . . . . . |       283|  0.02|
| 1239| . . . . . . . . . . . . . . . . . . . . . . . . . . |       285|  0.02|
| 1240| . . . . . . . . . . . . . . . . . . . . . . . . . . |       294|  0.02|
| 1241| . . . . . . . . . . . . . . . . . . . . . . . . . . |       288|  0.02|
| 1242| . . . . . . . . . . . . . . . . . . . . . . . . . . |       286|  0.02|
| 1243| . . . . . . . . . . . . . . . . . . . . . . . . . . |       288|  0.02|
| 1244| . . . . . . . . . . . . . . . . . . . . . . . . . . |       282|  0.02|
| 1245| . . . . . . . . . . . . . . . . . . . . . . . . . . |       282|  0.02|
| 1246| . . . . . . . . . . . . . . . . . . . . . . . . . . |       292|  0.02|
| 1247| . . . . . . . . . . . . . . . . . . . . . . . . . . |       286|  0.02|
| 1248| . . . . . . . . . . . . . . . . . . . . . . . . . . |       283|  0.02|
| 1249| . . . . . . . . . . . . . . . . . . . . . . . . . . |       288|  0.02|
| 1250| . . . . . . . . . . . . . . . . . . . . . . . . . . |       280|  0.02|
| 1251| . . . . . . . . . . . . . . . . . . . . . . . . . . |       296|  0.02|
| 1252| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1253| . . . . . . . . . . . . . . . . . . . . . . . . . . |       291|  0.02|
| 1254| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1255| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1256| . . . . . . . . . . . . . . . . . . . . . . . . . . |       290|  0.02|
| 1257| . . . . . . . . . . . . . . . . . . . . . . . . . . |       285|  0.02|
| 1258| . . . . . . . . . . . . . . . . . . . . . . . . . . |       286|  0.02|
| 1259| . . . . . . . . . . . . . . . . . . . . . . . . . . |       282|  0.02|
| 1260| . . . . . . . . . . . . . . . . . . . . . . . . . . |       292|  0.02|
| 1261| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1262| . . . . . . . . . . . . . . . . . . . . . . . . . . |       286|  0.02|
| 1263| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1264| . . . . . . . . . . . . . . . . . . . . . . . . . . |       284|  0.02|
| 1265| . . . . . . . . . . . . . . . . . . . . . . . . . . |       289|  0.02|
| 1266| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1267| . . . . . . . . . . . . . . . . . . . . . . . . . . |       279|  0.02|
| 1268| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1269| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1270| . . . . . . . . . . . . . . . . . . . . . . . . . . |       286|  0.02|
| 1271| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1272| . . . . . . . . . . . . . . . . . . . . . . . . . . |       291|  0.02|
| 1273| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1274| . . . . . . . . . . . . . . . . . . . . . . . . . . |       286|  0.02|
| 1275| . . . . . . . . . . . . . . . . . . . . . . . . . . |       280|  0.02|
| 1276| . . . . . . . . . . . . . . . . . . . . . . . . . . |       279|  0.02|
| 1277| . . . . . . . . . . . . . . . . . . . . . . . . . . |       287|  0.02|
| 1278| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1279| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1280| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1281| . . . . . . . . . . . . . . . . . . . . . . . . . . |       282|  0.02|
| 1282| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1283| . . . . . . . . . . . . . . . . . . . . . . . . . . |       280|  0.02|
| 1284| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1285| . . . . . . . . . . . . . . . . . . . . . . . . . . |       285|  0.02|
| 1286| . . . . . . . . . . . . . . . . . . . . . . . . . . |       280|  0.02|
| 1287| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1288| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1289| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1290| . . . . . . . . . . . . . . . . . . . . . . . . . . |       280|  0.02|
| 1291| . . . . . . . . . . . . . . . . . . . . . . . . . . |       283|  0.02|
| 1292| . . . . . . . . . . . . . . . . . . . . . . . . . . |       287|  0.02|
| 1293| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1294| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1295| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1296| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1297| . . . . . . . . . . . . . . . . . . . . . . . . . . |       284|  0.02|
| 1298| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1299| . . . . . . . . . . . . . . . . . . . . . . . . . . |       279|  0.02|
| 1300| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1301| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1302| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1303| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1304| . . . . . . . . . . . . . . . . . . . . . . . . . . |       279|  0.02|
| 1305| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1306| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1307| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1308| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1309| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1310| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1311| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1312| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1313| . . . . . . . . . . . . . . . . . . . . . . . . . . |       279|  0.02|
| 1314| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1315| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1316| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1317| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1318| . . . . . . . . . . . . . . . . . . . . . . . . . . |       284|  0.02|
| 1319| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1320| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1321| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1322| . . . . . . . . . . . . . . . . . . . . . . . . . . |       280|  0.02|
| 1323| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1324| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1325| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1326| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1327| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1328| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1329| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1330| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1331| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1332| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1333| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1334| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1335| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1336| . . . . . . . . . . . . . . . . . . . . . . . . . . |       279|  0.02|
| 1337| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1338| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1339| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1340| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1341| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1342| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1343| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1344| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1345| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1346| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1347| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1348| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1349| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1350| . . . . . . . . . . . . . . . . . . . . . . . . . . |       262|  0.02|
| 1351| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1352| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1353| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1354| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1355| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1356| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1357| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1358| . . . . . . . . . . . . . . . . . . . . . . . . . . |       258|  0.02|
| 1359| . . . . . . . . . . . . . . . . . . . . . . . . . . |       281|  0.02|
| 1360| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1361| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1362| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1363| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1364| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1365| . . . . . . . . . . . . . . . . . . . . . . . . . . |       260|  0.02|
| 1366| . . . . . . . . . . . . . . . . . . . . . . . . . . |       284|  0.02|
| 1367| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1368| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1369| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1370| . . . . . . . . . . . . . . . . . . . . . . . . . . |       252|  0.02|
| 1371| . . . . . . . . . . . . . . . . . . . . . . . . . . |       286|  0.02|
| 1372| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1373| . . . . . . . . . . . . . . . . . . . . . . . . . . |       280|  0.02|
| 1374| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1375| . . . . . . . . . . . . . . . . . . . . . . . . . . |       255|  0.02|
| 1376| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1377| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1378| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1379| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1380| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1381| . . . . . . . . . . . . . . . . . . . . . . . . . . |       263|  0.02|
| 1382| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1383| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1384| . . . . . . . . . . . . . . . . . . . . . . . . . . |       260|  0.02|
| 1385| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1386| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1387| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1388| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1389| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1390| . . . . . . . . . . . . . . . . . . . . . . . . . . |       260|  0.02|
| 1391| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1392| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1393| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1394| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1395| . . . . . . . . . . . . . . . . . . . . . . . . . . |       262|  0.02|
| 1396| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1397| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1398| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1399| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1400| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1401| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1402| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1403| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1404| . . . . . . . . . . . . . . . . . . . . . . . . . . |       263|  0.02|
| 1405| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1406| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1407| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1408| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
| 1409| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1410| . . . . . . . . . . . . . . . . . . . . . . . . . . |       261|  0.02|
| 1411| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1412| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1413| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1414| . . . . . . . . . . . . . . . . . . . . . . . . . . |       262|  0.02|
| 1415| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1416| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1417| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1418| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
| 1419| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
| 1420| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1421| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1422| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1423| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1424| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1425| . . . . . . . . . . . . . . . . . . . . . . . . . . |       260|  0.02|
| 1426| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1427| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1428| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1429| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1430| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1431| . . . . . . . . . . . . . . . . . . . . . . . . . . |       262|  0.02|
| 1432| . . . . . . . . . . . . . . . . . . . . . . . . . . |       256|  0.02|
| 1433| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1434| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1435| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1436| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1437| . . . . . . . . . . . . . . . . . . . . . . . . . . |       256|  0.02|
| 1438| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1439| . . . . . . . . . . . . . . . . . . . . . . . . . . |       260|  0.02|
| 1440| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1441| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
| 1442| . . . . . . . . . . . . . . . . . . . . . . . . . . |       255|  0.02|
| 1443| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1444| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1445| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1446| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1447| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1448| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1449| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1450| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1451| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
| 1452| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1453| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1454| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1455| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1456| . . . . . . . . . . . . . . . . . . . . . . . . . . |       263|  0.02|
| 1457| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1458| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1459| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1460| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1461| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1462| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1463| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1464| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1465| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1466| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1467| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1468| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1469| . . . . . . . . . . . . . . . . . . . . . . . . . . |       263|  0.02|
| 1470| . . . . . . . . . . . . . . . . . . . . . . . . . . |       280|  0.02|
| 1471| . . . . . . . . . . . . . . . . . . . . . . . . . . |       263|  0.02|
| 1472| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1473| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1474| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1475| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1476| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1477| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1478| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
| 1479| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1480| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1481| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1482| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1483| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1484| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1485| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1486| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1487| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1488| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1489| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1490| . . . . . . . . . . . . . . . . . . . . . . . . . . |       263|  0.02|
| 1491| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1492| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1493| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1494| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1495| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1496| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1497| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1498| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1499| . . . . . . . . . . . . . . . . . . . . . . . . . . |       263|  0.02|
| 1500| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1501| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1502| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1503| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1504| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1505| . . . . . . . . . . . . . . . . . . . . . . . . . . |       259|  0.02|
| 1506| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1507| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1508| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1509| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1510| . . . . . . . . . . . . . . . . . . . . . . . . . . |       260|  0.02|
| 1511| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1512| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1513| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1514| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1515| . . . . . . . . . . . . . . . . . . . . . . . . . . |       261|  0.02|
| 1516| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1517| . . . . . . . . . . . . . . . . . . . . . . . . . . |       254|  0.02|
| 1518| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1519| . . . . . . . . . . . . . . . . . . . . . . . . . . |       261|  0.02|
| 1520| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1521| . . . . . . . . . . . . . . . . . . . . . . . . . . |       261|  0.02|
| 1522| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1523| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1524| . . . . . . . . . . . . . . . . . . . . . . . . . . |       257|  0.02|
| 1525| . . . . . . . . . . . . . . . . . . . . . . . . . . |       272|  0.02|
| 1526| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1527| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1528| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1529| . . . . . . . . . . . . . . . . . . . . . . . . . . |       261|  0.02|
| 1530| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1531| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1532| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1533| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1534| . . . . . . . . . . . . . . . . . . . . . . . . . . |       269|  0.02|
| 1535| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1536| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
| 1537| . . . . . . . . . . . . . . . . . . . . . . . . . . |       273|  0.02|
| 1538| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1539| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1540| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1541| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
| 1542| . . . . . . . . . . . . . . . . . . . . . . . . . . |       276|  0.02|
| 1543| . . . . . . . . . . . . . . . . . . . . . . . . . . |       258|  0.02|
| 1544| . . . . . . . . . . . . . . . . . . . . . . . . . . |       279|  0.02|
| 1545| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1546| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1547| . . . . . . . . . . . . . . . . . . . . . . . . . . |       275|  0.02|
| 1548| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1549| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1550| . . . . . . . . . . . . . . . . . . . . . . . . . . |       277|  0.02|
| 1551| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
| 1552| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1553| . . . . . . . . . . . . . . . . . . . . . . . . . . |       274|  0.02|
| 1554| . . . . . . . . . . . . . . . . . . . . . . . . . . |       261|  0.02|
| 1555| . . . . . . . . . . . . . . . . . . . . . . . . . . |       267|  0.02|
| 1556| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1557| . . . . . . . . . . . . . . . . . . . . . . . . . . |       278|  0.02|
| 1558| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1559| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1560| . . . . . . . . . . . . . . . . . . . . . . . . . . |       266|  0.02|
| 1561| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1562| . . . . . . . . . . . . . . . . . . . . . . . . . . |       270|  0.02|
| 1563| . . . . . . . . . . . . . . . . . . . . . . . . . . |       265|  0.02|
| 1564| . . . . . . . . . . . . . . . . . . . . . . . . . . |       279|  0.02|
| 1565| . . . . . . . . . . . . . . . . . . . . . . . . . . |       260|  0.02|
| 1566| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1567| . . . . . . . . . . . . . . . . . . . . . . . . . . |       268|  0.02|
| 1568| . . . . . . . . . . . . . . . . . . . . . . . . . . |       271|  0.02|
| 1569| . . . . . . . . . . . . . . . . . . . . . . . . . . |       262|  0.02|
| 1570| . . . . . . . . . . . . . . . . . . . . . . . . . . |       264|  0.02|
