+-----------------------------------------------------------------------------+
|                         RASTER MAP CATEGORY REPORT                          |
|LOCATION: TZA_PROJ                                   Mon Aug 31 23:15:32 2020|
|-----------------------------------------------------------------------------|
|          north: 10173518.20129205    east: 1736562.50629387                 |
|REGION    south:  8571589.79796037    west:  -140368.6154334                 |
|          res:        500.91569835    res:      500.91569835                 |
|-----------------------------------------------------------------------------|
|MASK: none                                                                   |
|-----------------------------------------------------------------------------|
|MAP: (untitled) (rTravelTime__t3travtime in TZA_PROJ)                        |
|-----------------------------------------------------------------------------|
|                   Category Information                    |  square  |   %  |
|  26| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2105|  0.07|
|  27| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2129|  0.07|
|  28| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2185|  0.07|
|  29| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2198|  0.07|
|  30| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2276|  0.08|
|  31| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2370|  0.08|
|  32| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2389|  0.08|
|  33| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2429|  0.08|
|  34| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2475|  0.08|
|  35| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2531|  0.08|
|  36| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2540|  0.08|
|  37| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2563|  0.09|
|  38| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2613|  0.09|
|  39| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2661|  0.09|
|  40| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2688|  0.09|
|  41| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2758|  0.09|
|  42| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2732|  0.09|
|  43| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2783|  0.09|
|  44| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2830|  0.09|
|  45| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2866|  0.10|
|  46| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2881|  0.10|
|  47| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2867|  0.10|
|  48| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2934|  0.10|
|  49| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2923|  0.10|
|  50| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3024|  0.10|
|  51| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2997|  0.10|
|  52| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2999|  0.10|
|  53| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3034|  0.10|
|  54| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2988|  0.10|
|  55| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3059|  0.10|
|  56| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3063|  0.10|
|  57| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3057|  0.10|
|  58| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3065|  0.10|
|  59| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3046|  0.10|
|  60| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3121|  0.10|
|  61| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3064|  0.10|
|  62| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3109|  0.10|
|  63| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3069|  0.10|
|  64| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3141|  0.10|
|  65| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3116|  0.10|
|  66| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3073|  0.10|
|  67| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3133|  0.10|
|  68| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3126|  0.10|
|  69| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3131|  0.10|
|  70| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3137|  0.10|
|  71| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3150|  0.10|
|  72| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3125|  0.10|
|  73| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3113|  0.10|
|  74| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3128|  0.10|
|  75| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3110|  0.10|
|  76| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3116|  0.10|
|  77| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3129|  0.10|
|  78| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3132|  0.10|
|  79| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3110|  0.10|
|  80| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3131|  0.10|
|  81| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3057|  0.10|
|  82| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3077|  0.10|
|  83| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3108|  0.10|
|  84| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3106|  0.10|
|  85| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3081|  0.10|
|  86| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3061|  0.10|
|  87| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3048|  0.10|
|  88| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3049|  0.10|
|  89| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3059|  0.10|
|  90| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3039|  0.10|
|  91| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3021|  0.10|
|  92| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3014|  0.10|
|  93| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3023|  0.10|
|  94| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3021|  0.10|
|  95| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2965|  0.10|
|  96| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3033|  0.10|
|  97| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2950|  0.10|
|  98| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      3038|  0.10|
|  99| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2974|  0.10|
| 100| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2929|  0.10|
| 101| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2983|  0.10|
| 102| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2948|  0.10|
| 103| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2965|  0.10|
| 104| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2921|  0.10|
| 105| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2973|  0.10|
| 106| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2899|  0.10|
| 107| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2903|  0.10|
| 108| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2922|  0.10|
| 109| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2869|  0.10|
| 110| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2897|  0.10|
| 111| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2871|  0.10|
| 112| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2883|  0.10|
| 113| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2891|  0.10|
| 114| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2841|  0.09|
| 115| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2893|  0.10|
| 116| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2780|  0.09|
| 117| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2842|  0.09|
| 118| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2860|  0.10|
| 119| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2815|  0.09|
| 120| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2809|  0.09|
| 121| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2795|  0.09|
| 122| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2790|  0.09|
| 123| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2801|  0.09|
| 124| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2729|  0.09|
| 125| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2780|  0.09|
| 126| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2706|  0.09|
| 127| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2753|  0.09|
| 128| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2773|  0.09|
| 129| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2719|  0.09|
| 130| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2720|  0.09|
| 131| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2681|  0.09|
| 132| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2719|  0.09|
| 133| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2670|  0.09|
| 134| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2665|  0.09|
| 135| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2660|  0.09|
| 136| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2631|  0.09|
| 137| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2585|  0.09|
| 138| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2613|  0.09|
| 139| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2582|  0.09|
| 140| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2610|  0.09|
| 141| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2571|  0.09|
| 142| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2530|  0.08|
| 143| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2538|  0.08|
| 144| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2532|  0.08|
| 145| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2504|  0.08|
| 146| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2490|  0.08|
| 147| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2500|  0.08|
| 148| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2502|  0.08|
| 149| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2455|  0.08|
| 150| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2446|  0.08|
| 151| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2406|  0.08|
| 152| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2411|  0.08|
| 153| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2437|  0.08|
| 154| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2409|  0.08|
| 155| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2395|  0.08|
| 156| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2364|  0.08|
| 157| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2335|  0.08|
| 158| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2353|  0.08|
| 159| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2340|  0.08|
| 160| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2336|  0.08|
| 161| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2316|  0.08|
| 162| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2301|  0.08|
| 163| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2301|  0.08|
| 164| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2301|  0.08|
| 165| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2262|  0.08|
| 166| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2228|  0.07|
| 167| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2227|  0.07|
| 168| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2225|  0.07|
| 169| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2254|  0.07|
| 170| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2210|  0.07|
| 171| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2198|  0.07|
| 172| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2158|  0.07|
| 173| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2174|  0.07|
| 174| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2195|  0.07|
| 175| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2166|  0.07|
| 176| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2154|  0.07|
| 177| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2099|  0.07|
| 178| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2125|  0.07|
| 179| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2148|  0.07|
| 180| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2103|  0.07|
| 181| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2078|  0.07|
| 182| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2056|  0.07|
| 183| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2084|  0.07|
| 184| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2086|  0.07|
| 185| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2058|  0.07|
| 186| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2020|  0.07|
| 187| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2020|  0.07|
| 188| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2026|  0.07|
| 189| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2031|  0.07|
| 190| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      2028|  0.07|
| 191| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1988|  0.07|
| 192| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1984|  0.07|
| 193| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1934|  0.06|
| 194| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1969|  0.07|
| 195| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1963|  0.07|
| 196| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1934|  0.06|
| 197| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1933|  0.06|
| 198| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1878|  0.06|
| 199| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1937|  0.06|
| 200| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1893|  0.06|
| 201| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1916|  0.06|
| 202| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1859|  0.06|
| 203| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1843|  0.06|
| 204| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1873|  0.06|
| 205| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1835|  0.06|
| 206| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1834|  0.06|
| 207| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1778|  0.06|
| 208| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1821|  0.06|
| 209| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1806|  0.06|
| 210| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1783|  0.06|
| 211| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1777|  0.06|
| 212| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1752|  0.06|
| 213| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1800|  0.06|
| 214| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1731|  0.06|
| 215| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1748|  0.06|
| 216| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1724|  0.06|
| 217| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1726|  0.06|
| 218| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1730|  0.06|
| 219| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1699|  0.06|
| 220| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1744|  0.06|
| 221| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1670|  0.06|
| 222| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1645|  0.05|
| 223| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1690|  0.06|
| 224| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1652|  0.05|
| 225| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1672|  0.06|
| 226| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1647|  0.05|
| 227| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1641|  0.05|
| 228| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1608|  0.05|
| 229| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1626|  0.05|
| 230| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1628|  0.05|
| 231| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1586|  0.05|
| 232| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1594|  0.05|
| 233| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1608|  0.05|
| 234| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1587|  0.05|
| 235| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1566|  0.05|
| 236| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1560|  0.05|
| 237| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1566|  0.05|
| 238| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1525|  0.05|
| 239| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1557|  0.05|
| 240| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1545|  0.05|
| 241| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1536|  0.05|
| 242| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1522|  0.05|
| 243| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1529|  0.05|
| 244| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1527|  0.05|
| 245| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1503|  0.05|
| 246| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1482|  0.05|
| 247| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1500|  0.05|
| 248| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1526|  0.05|
| 249| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1453|  0.05|
| 250| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1498|  0.05|
| 251| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1468|  0.05|
| 252| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1478|  0.05|
| 253| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1459|  0.05|
| 254| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1427|  0.05|
| 255| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1457|  0.05|
| 256| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1414|  0.05|
| 257| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1443|  0.05|
| 258| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1425|  0.05|
| 259| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1425|  0.05|
| 260| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1401|  0.05|
| 261| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1403|  0.05|
| 262| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1414|  0.05|
| 263| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1397|  0.05|
| 264| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1390|  0.05|
| 265| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1396|  0.05|
| 266| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1367|  0.05|
| 267| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1361|  0.05|
| 268| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1342|  0.04|
| 269| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1378|  0.05|
| 270| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1360|  0.05|
| 271| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1331|  0.04|
| 272| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1342|  0.04|
| 273| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1327|  0.04|
| 274| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1324|  0.04|
| 275| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1352|  0.04|
| 276| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1322|  0.04|
| 277| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1316|  0.04|
| 278| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1311|  0.04|
| 279| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1305|  0.04|
| 280| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1296|  0.04|
| 281| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1277|  0.04|
| 282| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1294|  0.04|
| 283| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1286|  0.04|
| 284| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1265|  0.04|
| 285| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1267|  0.04|
| 286| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1260|  0.04|
| 287| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1255|  0.04|
| 288| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1263|  0.04|
| 289| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1279|  0.04|
| 290| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1226|  0.04|
| 291| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1223|  0.04|
| 292| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1258|  0.04|
| 293| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1216|  0.04|
| 294| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1227|  0.04|
| 295| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1197|  0.04|
| 296| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1227|  0.04|
| 297| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1192|  0.04|
| 298| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1199|  0.04|
| 299| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1202|  0.04|
| 300| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1178|  0.04|
| 301| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1188|  0.04|
| 302| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1160|  0.04|
| 303| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1161|  0.04|
| 304| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1178|  0.04|
| 305| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1150|  0.04|
| 306| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1159|  0.04|
| 307| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1154|  0.04|
| 308| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1151|  0.04|
| 309| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1150|  0.04|
| 310| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1142|  0.04|
| 311| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1136|  0.04|
| 312| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1145|  0.04|
| 313| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1119|  0.04|
| 314| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1131|  0.04|
| 315| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1122|  0.04|
| 316| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1121|  0.04|
| 317| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1125|  0.04|
