+-----------------------------------------------------------------------------+
|                         RASTER MAP CATEGORY REPORT                          |
|LOCATION: TZA_PROJ                                   Mon Aug 31 23:15:32 2020|
|-----------------------------------------------------------------------------|
|          north: 10173518.20129205    east: 1736562.50629387                 |
|REGION    south:  8571589.79796037    west:  -140368.6154334                 |
|          res:        500.91569835    res:      500.91569835                 |
|-----------------------------------------------------------------------------|
|MASK: none                                                                   |
|-----------------------------------------------------------------------------|
|MAP: (untitled) (rTravelTime__t3travtime in TZA_PROJ)                        |
|-----------------------------------------------------------------------------|
|                   Category Information                    |  square  |   %  |
| 318| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1082|  0.04|
| 319| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1129|  0.04|
| 320| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1113|  0.04|
| 321| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1107|  0.04|
| 322| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1101|  0.04|
| 323| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1092|  0.04|
| 324| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1110|  0.04|
| 325| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1086|  0.04|
| 326| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1093|  0.04|
| 327| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1084|  0.04|
| 328| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1072|  0.04|
| 329| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1088|  0.04|
| 330| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1075|  0.04|
| 331| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1088|  0.04|
| 332| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1046|  0.03|
| 333| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1050|  0.03|
| 334| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1075|  0.04|
| 335| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1060|  0.04|
| 336| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1054|  0.04|
| 337| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1036|  0.03|
| 338| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1025|  0.03|
| 339| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1048|  0.03|
| 340| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1034|  0.03|
| 341| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1028|  0.03|
| 342| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1023|  0.03|
| 343| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1013|  0.03|
| 344| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1011|  0.03|
| 345| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1003|  0.03|
| 346| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1036|  0.03|
| 347| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1005|  0.03|
| 348| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       991|  0.03|
| 349| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1013|  0.03|
| 350| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       964|  0.03|
| 351| . . . . . . . . . . . . . . . . . . . . . . . . . . .|      1026|  0.03|
| 352| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       957|  0.03|
| 353| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       999|  0.03|
| 354| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       979|  0.03|
| 355| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       958|  0.03|
| 356| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       980|  0.03|
| 357| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       951|  0.03|
| 358| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       968|  0.03|
| 359| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       944|  0.03|
| 360| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       958|  0.03|
| 361| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       956|  0.03|
| 362| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       922|  0.03|
| 363| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       941|  0.03|
| 364| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       932|  0.03|
| 365| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       926|  0.03|
| 366| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       935|  0.03|
| 367| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       906|  0.03|
| 368| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       940|  0.03|
| 369| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       918|  0.03|
| 370| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       907|  0.03|
| 371| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       918|  0.03|
| 372| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       887|  0.03|
| 373| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       901|  0.03|
| 374| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       889|  0.03|
| 375| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       898|  0.03|
| 376| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       891|  0.03|
| 377| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       872|  0.03|
| 378| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       877|  0.03|
| 379| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       865|  0.03|
| 380| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       874|  0.03|
| 381| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       861|  0.03|
| 382| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       857|  0.03|
| 383| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       856|  0.03|
| 384| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       856|  0.03|
| 385| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       851|  0.03|
| 386| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       843|  0.03|
| 387| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       838|  0.03|
| 388| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       806|  0.03|
| 389| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       847|  0.03|
| 390| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       829|  0.03|
| 391| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       848|  0.03|
| 392| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       789|  0.03|
| 393| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       817|  0.03|
| 394| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       798|  0.03|
| 395| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       821|  0.03|
| 396| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       819|  0.03|
| 397| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       803|  0.03|
| 398| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       792|  0.03|
| 399| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       765|  0.03|
| 400| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       804|  0.03|
| 401| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       794|  0.03|
| 402| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       791|  0.03|
| 403| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       776|  0.03|
| 404| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       788|  0.03|
| 405| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       768|  0.03|
| 406| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       740|  0.02|
| 407| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       764|  0.03|
| 408| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       754|  0.03|
| 409| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       758|  0.03|
| 410| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       743|  0.02|
| 411| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       724|  0.02|
| 412| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       737|  0.02|
| 413| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       719|  0.02|
| 414| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       726|  0.02|
| 415| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       714|  0.02|
| 416| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       707|  0.02|
| 417| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       700|  0.02|
| 418| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       704|  0.02|
| 419| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       693|  0.02|
| 420| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       697|  0.02|
| 421| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       692|  0.02|
| 422| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       697|  0.02|
| 423| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       684|  0.02|
| 424| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       683|  0.02|
| 425| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       690|  0.02|
| 426| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       677|  0.02|
| 427| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       684|  0.02|
| 428| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       673|  0.02|
| 429| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       670|  0.02|
| 430| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       660|  0.02|
| 431| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       669|  0.02|
| 432| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       649|  0.02|
| 433| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       652|  0.02|
| 434| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       649|  0.02|
| 435| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       641|  0.02|
| 436| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       645|  0.02|
| 437| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       639|  0.02|
| 438| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       655|  0.02|
| 439| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       626|  0.02|
| 440| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       635|  0.02|
| 441| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       626|  0.02|
| 442| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       645|  0.02|
| 443| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       631|  0.02|
| 444| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       614|  0.02|
| 445| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       605|  0.02|
| 446| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       626|  0.02|
| 447| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       631|  0.02|
| 448| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       596|  0.02|
| 449| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       609|  0.02|
| 450| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       604|  0.02|
| 451| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       591|  0.02|
| 452| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       610|  0.02|
| 453| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       600|  0.02|
| 454| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       586|  0.02|
| 455| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       578|  0.02|
| 456| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       588|  0.02|
| 457| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       589|  0.02|
| 458| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       582|  0.02|
| 459| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       580|  0.02|
| 460| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       577|  0.02|
| 461| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       565|  0.02|
| 462| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       571|  0.02|
| 463| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       560|  0.02|
| 464| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       557|  0.02|
| 465| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       557|  0.02|
| 466| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       569|  0.02|
| 467| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       559|  0.02|
| 468| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       551|  0.02|
| 469| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       557|  0.02|
| 470| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       538|  0.02|
| 471| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       543|  0.02|
| 472| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       545|  0.02|
| 473| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       539|  0.02|
| 474| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       546|  0.02|
| 475| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       537|  0.02|
| 476| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       519|  0.02|
| 477| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       524|  0.02|
| 478| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       525|  0.02|
| 479| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       530|  0.02|
| 480| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       518|  0.02|
| 481| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       522|  0.02|
| 482| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       508|  0.02|
| 483| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       526|  0.02|
| 484| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       523|  0.02|
| 485| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       503|  0.02|
| 486| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       499|  0.02|
| 487| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       498|  0.02|
| 488| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       502|  0.02|
| 489| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       505|  0.02|
| 490| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       499|  0.02|
| 491| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       494|  0.02|
| 492| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       477|  0.02|
| 493| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       491|  0.02|
| 494| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       489|  0.02|
| 495| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       484|  0.02|
| 496| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       477|  0.02|
| 497| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       487|  0.02|
| 498| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       465|  0.02|
| 499| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       486|  0.02|
| 500| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       479|  0.02|
| 501| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       466|  0.02|
| 502| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       461|  0.02|
| 503| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       462|  0.02|
| 504| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       480|  0.02|
| 505| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       453|  0.02|
| 506| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       462|  0.02|
| 507| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       448|  0.01|
| 508| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       435|  0.01|
| 509| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       466|  0.02|
| 510| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       435|  0.01|
| 511| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       443|  0.01|
| 512| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       424|  0.01|
| 513| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       441|  0.01|
| 514| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       452|  0.02|
| 515| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       425|  0.01|
| 516| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       449|  0.01|
| 517| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       418|  0.01|
| 518| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       430|  0.01|
| 519| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       413|  0.01|
| 520| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       426|  0.01|
| 521| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       414|  0.01|
| 522| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       401|  0.01|
| 523| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       407|  0.01|
| 524| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       403|  0.01|
| 525| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       413|  0.01|
| 526| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       405|  0.01|
| 527| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       405|  0.01|
| 528| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       399|  0.01|
| 529| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       393|  0.01|
| 530| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       393|  0.01|
| 531| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       392|  0.01|
| 532| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       398|  0.01|
| 533| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       384|  0.01|
| 534| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       381|  0.01|
| 535| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       372|  0.01|
| 536| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       374|  0.01|
| 537| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       380|  0.01|
| 538| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       376|  0.01|
| 539| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       381|  0.01|
| 540| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       350|  0.01|
| 541| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       378|  0.01|
| 542| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       351|  0.01|
| 543| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       358|  0.01|
| 544| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       360|  0.01|
| 545| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       368|  0.01|
| 546| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       350|  0.01|
| 547| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       340|  0.01|
| 548| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       346|  0.01|
| 549| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       357|  0.01|
| 550| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       335|  0.01|
| 551| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       343|  0.01|
| 552| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       346|  0.01|
| 553| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       325|  0.01|
| 554| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       331|  0.01|
| 555| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       332|  0.01|
| 556| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       335|  0.01|
| 557| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       321|  0.01|
| 558| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       335|  0.01|
| 559| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       319|  0.01|
| 560| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       312|  0.01|
| 561| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       328|  0.01|
| 562| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       300|  0.01|
| 563| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       333|  0.01|
| 564| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       293|  0.01|
| 565| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       319|  0.01|
| 566| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       311|  0.01|
| 567| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       317|  0.01|
| 568| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       309|  0.01|
| 569| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       308|  0.01|
| 570| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       315|  0.01|
| 571| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       289|  0.01|
| 572| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       299|  0.01|
| 573| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       300|  0.01|
| 574| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       294|  0.01|
| 575| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       288|  0.01|
| 576| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       295|  0.01|
| 577| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       296|  0.01|
| 578| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       281|  0.01|
| 579| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       290|  0.01|
| 580| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       276|  0.01|
| 581| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       290|  0.01|
| 582| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       275|  0.01|
| 583| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       277|  0.01|
| 584| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       281|  0.01|
| 585| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       276|  0.01|
| 586| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       282|  0.01|
| 587| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       260|  0.01|
| 588| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       271|  0.01|
| 589| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       257|  0.01|
| 590| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       266|  0.01|
| 591| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       273|  0.01|
| 592| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       249|  0.01|
| 593| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       274|  0.01|
| 594| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       248|  0.01|
| 595| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       260|  0.01|
| 596| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       260|  0.01|
| 597| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       253|  0.01|
| 598| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       256|  0.01|
| 599| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       250|  0.01|
| 600| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       245|  0.01|
| 601| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       243|  0.01|
| 602| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       241|  0.01|
| 603| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       253|  0.01|
| 604| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       236|  0.01|
| 605| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       245|  0.01|
| 606| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       245|  0.01|
| 607| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       229|  0.01|
| 608| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       233|  0.01|
| 609| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       231|  0.01|
| 610| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       235|  0.01|
| 611| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       240|  0.01|
| 612| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       228|  0.01|
| 613| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       229|  0.01|
| 614| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       219|  0.01|
| 615| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       233|  0.01|
| 616| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       225|  0.01|
| 617| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       216|  0.01|
| 618| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       220|  0.01|
| 619| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       227|  0.01|
| 620| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       218|  0.01|
| 621| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       221|  0.01|
| 622| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       214|  0.01|
| 623| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       201|  0.01|
| 624| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       212|  0.01|
| 625| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       217|  0.01|
| 626| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       207|  0.01|
| 627| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       203|  0.01|
| 628| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       224|  0.01|
| 629| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       208|  0.01|
| 630| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       198|  0.01|
| 631| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       205|  0.01|
| 632| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       197|  0.01|
| 633| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       208|  0.01|
| 634| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       195|  0.01|
| 635| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       208|  0.01|
| 636| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       186|  0.01|
| 637| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       181|  0.01|
| 638| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       200|  0.01|
| 639| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       181|  0.01|
| 640| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       186|  0.01|
| 641| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       194|  0.01|
| 642| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       184|  0.01|
| 643| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       183|  0.01|
| 644| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       185|  0.01|
| 645| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       184|  0.01|
| 646| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       181|  0.01|
| 647| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       171|  0.01|
| 648| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       186|  0.01|
| 649| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       171|  0.01|
| 650| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       176|  0.01|
