+-----------------------------------------------------------------------------+
|                         RASTER MAP CATEGORY REPORT                          |
|LOCATION: UPDATE_T4                                  Thu Apr 16 19:10:51 2020|
|-----------------------------------------------------------------------------|
|          north: 9903473.48523095    east: 1338069.53726927                  |
|REGION    south: 8684078.08687044    west:   74062.11213946                  |
|          res:       929.41722436    res:      929.41722436                  |
|-----------------------------------------------------------------------------|
|MASK: none                                                                   |
|-----------------------------------------------------------------------------|
|MAP: (untitled) (rTravelTime__tz_go_merge in UPDATE_T4)                      |
|-----------------------------------------------------------------------------|
|                   Category Information                    |  square  |   %  |
|   #|description                                           |kilometers| cover|
|-----------------------------------------------------------------------------|
| 666| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       626|  0.04|
| 667| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       607|  0.04|
| 668| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       599|  0.04|
| 669| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       591|  0.04|
| 670| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       613|  0.04|
| 671| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       602|  0.04|
| 672| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       596|  0.04|
| 673| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       561|  0.04|
| 674| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       580|  0.04|
| 675| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       561|  0.04|
| 676| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       576|  0.04|
| 677| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       542|  0.04|
| 678| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       583|  0.04|
| 679| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       582|  0.04|
| 680| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       581|  0.04|
| 681| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       583|  0.04|
| 682| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       536|  0.03|
| 683| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       556|  0.04|
| 684| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       504|  0.03|
| 685| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       542|  0.04|
| 686| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       541|  0.04|
| 687| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       560|  0.04|
| 688| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       546|  0.04|
| 689| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       546|  0.04|
| 690| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       520|  0.03|
| 691| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       529|  0.03|
| 692| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       558|  0.04|
| 693| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       496|  0.03|
| 694| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       517|  0.03|
| 695| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       560|  0.04|
| 696| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       517|  0.03|
| 697| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       481|  0.03|
| 698| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       536|  0.03|
| 699| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       514|  0.03|
| 700| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       518|  0.03|
| 701| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       491|  0.03|
| 702| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       523|  0.03|
| 703| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       498|  0.03|
| 704| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       545|  0.04|
| 705| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       482|  0.03|
| 706| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       485|  0.03|
| 707| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       569|  0.04|
| 708| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       530|  0.03|
| 709| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       483|  0.03|
| 710| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       508|  0.03|
| 711| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       484|  0.03|
| 712| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       502|  0.03|
| 713| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       517|  0.03|
| 714| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       506|  0.03|
| 715| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       508|  0.03|
| 716| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       517|  0.03|
| 717| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       519|  0.03|
| 718| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       509|  0.03|
| 719| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       492|  0.03|
| 720| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       480|  0.03|
| 721| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       514|  0.03|
| 722| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       488|  0.03|
| 723| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       494|  0.03|
| 724| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       484|  0.03|
| 725| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       473|  0.03|
| 726| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       474|  0.03|
| 727| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       480|  0.03|
| 728| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       491|  0.03|
| 729| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       473|  0.03|
| 730| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       472|  0.03|
| 731| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       453|  0.03|
| 732| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       494|  0.03|
| 733| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       454|  0.03|
| 734| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       470|  0.03|
| 735| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       484|  0.03|
| 736| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       465|  0.03|
| 737| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       426|  0.03|
| 738| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       489|  0.03|
| 739| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       467|  0.03|
| 740| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       456|  0.03|
| 741| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       459|  0.03|
| 742| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       449|  0.03|
| 743| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       463|  0.03|
| 744| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       461|  0.03|
| 745| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       446|  0.03|
| 746| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       437|  0.03|
| 747| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       428|  0.03|
| 748| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       452|  0.03|
| 749| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       415|  0.03|
| 750| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       415|  0.03|
| 751| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       409|  0.03|
| 752| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       416|  0.03|
| 753| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       401|  0.03|
| 754| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       427|  0.03|
| 755| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       441|  0.03|
| 756| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       403|  0.03|
| 757| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       413|  0.03|
| 758| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       403|  0.03|
| 759| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       404|  0.03|
| 760| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       406|  0.03|
| 761| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       383|  0.02|
| 762| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       404|  0.03|
| 763| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       404|  0.03|
| 764| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       377|  0.02|
| 765| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       386|  0.03|
| 766| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       377|  0.02|
| 767| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       422|  0.03|
| 768| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       383|  0.02|
| 769| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       387|  0.03|
| 770| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       407|  0.03|
| 771| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       403|  0.03|
| 772| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       385|  0.02|
| 773| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       392|  0.03|
| 774| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       389|  0.03|
| 775| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       353|  0.02|
| 776| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       403|  0.03|
| 777| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       377|  0.02|
| 778| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       353|  0.02|
| 779| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       368|  0.02|
| 780| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       389|  0.03|
| 781| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       388|  0.03|
| 782| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       371|  0.02|
| 783| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       395|  0.03|
| 784| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       334|  0.02|
| 785| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       376|  0.02|
| 786| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       381|  0.02|
| 787| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       372|  0.02|
| 788| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       369|  0.02|
| 789| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       341|  0.02|
| 790| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       370|  0.02|
| 791| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       368|  0.02|
| 792| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       368|  0.02|
| 793| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       335|  0.02|
| 794| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       398|  0.03|
| 795| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       383|  0.02|
| 796| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       330|  0.02|
| 797| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       358|  0.02|
| 798| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       335|  0.02|
| 799| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       393|  0.03|
| 800| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       335|  0.02|
| 801| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       356|  0.02|
| 802| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       354|  0.02|
| 803| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       356|  0.02|
| 804| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       352|  0.02|
| 805| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       331|  0.02|
| 806| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       386|  0.03|
| 807| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       351|  0.02|
| 808| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       360|  0.02|
| 809| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       365|  0.02|
| 810| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       356|  0.02|
| 811| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       332|  0.02|
| 812| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       361|  0.02|
| 813| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       377|  0.02|
| 814| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       335|  0.02|
| 815| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       377|  0.02|
| 816| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       360|  0.02|
| 817| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       333|  0.02|
| 818| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       336|  0.02|
| 819| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       347|  0.02|
| 820| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       314|  0.02|
| 821| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       363|  0.02|
| 822| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       352|  0.02|
| 823| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       323|  0.02|
| 824| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       327|  0.02|
| 825| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       357|  0.02|
| 826| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       320|  0.02|
| 827| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       314|  0.02|
| 828| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       349|  0.02|
| 829| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       317|  0.02|
| 830| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       353|  0.02|
| 831| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       334|  0.02|
| 832| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       342|  0.02|
| 833| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       346|  0.02|
| 834| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       352|  0.02|
| 835| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       333|  0.02|
| 836| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       325|  0.02|
| 837| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       343|  0.02|
| 838| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       346|  0.02|
| 839| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       320|  0.02|
| 840| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       351|  0.02|
| 841| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       325|  0.02|
| 842| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       352|  0.02|
| 843| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       328|  0.02|
| 844| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       322|  0.02|
| 845| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       320|  0.02|
| 846| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       335|  0.02|
| 847| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       340|  0.02|
| 848| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       341|  0.02|
| 849| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       315|  0.02|
| 850| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       350|  0.02|
| 851| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       319|  0.02|
| 852| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       301|  0.02|
| 853| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       343|  0.02|
| 854| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       322|  0.02|
| 855| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       293|  0.02|
| 856| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       363|  0.02|
| 857| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       341|  0.02|
| 858| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       294|  0.02|
| 859| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       352|  0.02|
| 860| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       320|  0.02|
| 861| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       331|  0.02|
| 862| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       318|  0.02|
| 863| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       317|  0.02|
| 864| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       304|  0.02|
| 865| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       303|  0.02|
| 866| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       309|  0.02|
| 867| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       320|  0.02|
| 868| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       301|  0.02|
| 869| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       334|  0.02|
| 870| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       301|  0.02|
| 871| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       314|  0.02|
| 872| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       333|  0.02|
| 873| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       308|  0.02|
| 874| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       289|  0.02|
| 875| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       282|  0.02|
| 876| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       316|  0.02|
| 877| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       308|  0.02|
| 878| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       279|  0.02|
| 879| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       327|  0.02|
| 880| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       305|  0.02|
| 881| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       307|  0.02|
| 882| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       299|  0.02|
| 883| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       313|  0.02|
| 884| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       285|  0.02|
| 885| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       345|  0.02|
| 886| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       303|  0.02|
| 887| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       295|  0.02|
| 888| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       290|  0.02|
| 889| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       339|  0.02|
| 890| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       307|  0.02|
| 891| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       265|  0.02|
| 892| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       290|  0.02|
| 893| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       310|  0.02|
| 894| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       328|  0.02|
| 895| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       297|  0.02|
| 896| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       280|  0.02|
| 897| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       297|  0.02|
| 898| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       331|  0.02|
| 899| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       281|  0.02|
| 900| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       299|  0.02|
| 901| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       263|  0.02|
| 902| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       334|  0.02|
| 903| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       285|  0.02|
| 904| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       286|  0.02|
| 905| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       293|  0.02|
| 906| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       287|  0.02|
| 907| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       308|  0.02|
| 908| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       322|  0.02|
| 909| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       312|  0.02|
| 910| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       283|  0.02|
| 911| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       314|  0.02|
| 912| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       319|  0.02|
| 913| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       284|  0.02|
| 914| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       295|  0.02|
| 915| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       305|  0.02|
| 916| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       297|  0.02|
| 917| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       308|  0.02|
| 918| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       316|  0.02|
| 919| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       303|  0.02|
| 920| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       298|  0.02|
| 921| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       303|  0.02|
| 922| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       273|  0.02|
| 923| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       328|  0.02|
| 924| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       294|  0.02|
| 925| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       309|  0.02|
| 926| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       268|  0.02|
| 927| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       295|  0.02|
| 928| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       299|  0.02|
| 929| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       270|  0.02|
| 930| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       270|  0.02|
| 931| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       273|  0.02|
| 932| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       308|  0.02|
| 933| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       285|  0.02|
| 934| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       271|  0.02|
| 935| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       276|  0.02|
| 936| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       313|  0.02|
| 937| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       292|  0.02|
| 938| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       307|  0.02|
| 939| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       278|  0.02|
| 940| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       290|  0.02|
| 941| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       285|  0.02|
| 942| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       284|  0.02|
| 943| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       318|  0.02|
| 944| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       264|  0.02|
| 945| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       306|  0.02|
| 946| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       289|  0.02|
| 947| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       280|  0.02|
| 948| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       265|  0.02|
| 949| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       300|  0.02|
| 950| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       310|  0.02|
| 951| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       280|  0.02|
| 952| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       293|  0.02|
| 953| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       276|  0.02|
| 954| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       275|  0.02|
| 955| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       305|  0.02|
| 956| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       275|  0.02|
| 957| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       270|  0.02|
| 958| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       308|  0.02|
| 959| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       271|  0.02|
| 960| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       329|  0.02|
| 961| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       291|  0.02|
| 962| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       273|  0.02|
| 963| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       252|  0.02|
| 964| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       292|  0.02|
| 965| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       295|  0.02|
| 966| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       305|  0.02|
| 967| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       286|  0.02|
| 968| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       282|  0.02|
| 969| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       275|  0.02|
| 970| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       282|  0.02|
| 971| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       282|  0.02|
| 972| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       280|  0.02|
| 973| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       256|  0.02|
| 974| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       289|  0.02|
| 975| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       301|  0.02|
| 976| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       254|  0.02|
| 977| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       266|  0.02|
| 978| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       278|  0.02|
| 979| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       295|  0.02|
| 980| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       264|  0.02|
| 981| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       294|  0.02|
| 982| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       298|  0.02|
| 983| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       254|  0.02|
| 984| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       304|  0.02|
| 985| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       270|  0.02|
| 986| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       256|  0.02|
| 987| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       276|  0.02|
| 988| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       279|  0.02|
| 989| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       289|  0.02|
| 990| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       251|  0.02|
| 991| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       276|  0.02|
| 992| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       266|  0.02|
| 993| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       275|  0.02|
| 994| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       287|  0.02|
| 995| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       266|  0.02|
| 996| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       263|  0.02|
| 997| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       289|  0.02|
| 998| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       267|  0.02|
