+-----------------------------------------------------------------------------+
|                         RASTER MAP CATEGORY REPORT                          |
|LOCATION: TZA_PROJ                                   Mon Aug 31 23:15:22 2020|
|-----------------------------------------------------------------------------|
|          north: 10173518.20129205    east: 1736562.50629387                 |
|REGION    south:  8571589.79796037    west:  -140368.6154334                 |
|          res:        500.91569835    res:      500.91569835                 |
|-----------------------------------------------------------------------------|
|MASK: none                                                                   |
|-----------------------------------------------------------------------------|
|MAP: (untitled) (rTravelTime__t1travtime in TZA_PROJ)                        |
|-----------------------------------------------------------------------------|
|                   Category Information                    |  square  |   %  |
|   #|description                                           |kilometers| cover|
|-----------------------------------------------------------------------------|
| 288| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       588|  0.02|
| 289| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       596|  0.02|
| 290| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       601|  0.02|
| 291| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       588|  0.02|
| 292| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       569|  0.02|
| 293| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       599|  0.02|
| 294| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       554|  0.02|
| 295| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       575|  0.02|
| 296| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       582|  0.02|
| 297| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       546|  0.02|
| 298| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       576|  0.02|
| 299| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       559|  0.02|
| 300| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       569|  0.02|
| 301| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       551|  0.02|
| 302| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       553|  0.02|
| 303| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       553|  0.02|
| 304| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       559|  0.02|
| 305| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       533|  0.02|
| 306| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       546|  0.02|
| 307| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       538|  0.02|
| 308| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       529|  0.02|
| 309| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       532|  0.02|
| 310| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       523|  0.02|
| 311| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       518|  0.02|
| 312| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       514|  0.02|
| 313| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       518|  0.02|
| 314| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       528|  0.02|
| 315| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       517|  0.02|
| 316| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       511|  0.02|
| 317| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       498|  0.02|
| 318| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       496|  0.02|
| 319| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       513|  0.02|
| 320| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       506|  0.02|
| 321| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       490|  0.02|
| 322| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       493|  0.02|
| 323| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       489|  0.02|
| 324| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       473|  0.02|
| 325| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       492|  0.02|
| 326| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       466|  0.02|
| 327| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       478|  0.02|
| 328| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       478|  0.02|
| 329| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       461|  0.02|
| 330| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       466|  0.02|
| 331| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       472|  0.02|
| 332| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       455|  0.02|
| 333| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       465|  0.02|
| 334| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       446|  0.01|
| 335| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       463|  0.02|
| 336| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       446|  0.01|
| 337| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       446|  0.01|
| 338| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       442|  0.01|
| 339| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       453|  0.02|
| 340| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       441|  0.01|
| 341| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       433|  0.01|
| 342| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       446|  0.01|
| 343| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       406|  0.01|
| 344| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       433|  0.01|
| 345| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       432|  0.01|
| 346| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       431|  0.01|
| 347| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       400|  0.01|
| 348| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       406|  0.01|
| 349| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       411|  0.01|
| 350| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       423|  0.01|
| 351| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       406|  0.01|
| 352| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       402|  0.01|
| 353| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       388|  0.01|
| 354| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       400|  0.01|
| 355| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       406|  0.01|
| 356| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       388|  0.01|
| 357| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       394|  0.01|
| 358| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       380|  0.01|
| 359| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       371|  0.01|
| 360| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       398|  0.01|
| 361| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       370|  0.01|
| 362| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       374|  0.01|
| 363| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       362|  0.01|
| 364| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       379|  0.01|
| 365| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       378|  0.01|
| 366| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       373|  0.01|
| 367| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       367|  0.01|
| 368| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       360|  0.01|
| 369| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       373|  0.01|
| 370| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       362|  0.01|
| 371| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       361|  0.01|
| 372| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       347|  0.01|
| 373| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       346|  0.01|
| 374| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       351|  0.01|
| 375| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       355|  0.01|
| 376| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       336|  0.01|
| 377| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       346|  0.01|
| 378| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       336|  0.01|
| 379| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       340|  0.01|
| 380| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       343|  0.01|
| 381| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       330|  0.01|
| 382| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       337|  0.01|
| 383| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       318|  0.01|
| 384| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       339|  0.01|
| 385| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       332|  0.01|
| 386| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       329|  0.01|
| 387| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       332|  0.01|
| 388| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       316|  0.01|
| 389| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       320|  0.01|
| 390| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       313|  0.01|
| 391| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       317|  0.01|
| 392| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       320|  0.01|
| 393| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       314|  0.01|
| 394| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       318|  0.01|
| 395| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       309|  0.01|
| 396| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       312|  0.01|
| 397| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       303|  0.01|
| 398| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       305|  0.01|
| 399| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       316|  0.01|
| 400| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       299|  0.01|
| 401| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       293|  0.01|
| 402| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       298|  0.01|
| 403| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       291|  0.01|
| 404| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       285|  0.01|
| 405| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       290|  0.01|
| 406| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       291|  0.01|
| 407| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       297|  0.01|
| 408| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       276|  0.01|
| 409| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       290|  0.01|
| 410| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       268|  0.01|
| 411| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       299|  0.01|
| 412| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       284|  0.01|
| 413| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       270|  0.01|
| 414| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       272|  0.01|
| 415| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       277|  0.01|
| 416| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       273|  0.01|
| 417| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       263|  0.01|
| 418| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       267|  0.01|
| 419| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       252|  0.01|
| 420| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       276|  0.01|
| 421| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       258|  0.01|
| 422| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       261|  0.01|
| 423| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       256|  0.01|
| 424| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       253|  0.01|
| 425| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       253|  0.01|
| 426| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       252|  0.01|
| 427| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       250|  0.01|
| 428| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       242|  0.01|
| 429| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       256|  0.01|
| 430| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       249|  0.01|
| 431| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       241|  0.01|
| 432| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       241|  0.01|
| 433| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       254|  0.01|
| 434| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       233|  0.01|
| 435| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       236|  0.01|
| 436| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       230|  0.01|
| 437| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       230|  0.01|
| 438| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       230|  0.01|
| 439| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       229|  0.01|
| 440| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       233|  0.01|
| 441| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       215|  0.01|
| 442| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       224|  0.01|
| 443| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       214|  0.01|
| 444| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       219|  0.01|
| 445| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       217|  0.01|
| 446| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       206|  0.01|
| 447| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       212|  0.01|
| 448| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       212|  0.01|
| 449| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       212|  0.01|
| 450| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       215|  0.01|
| 451| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       214|  0.01|
| 452| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       201|  0.01|
| 453| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       198|  0.01|
| 454| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       194|  0.01|
| 455| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       199|  0.01|
| 456| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       199|  0.01|
| 457| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       196|  0.01|
| 458| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       195|  0.01|
| 459| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       196|  0.01|
| 460| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       198|  0.01|
| 461| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       185|  0.01|
| 462| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       194|  0.01|
| 463| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       190|  0.01|
| 464| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       182|  0.01|
| 465| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       202|  0.01|
| 466| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       178|  0.01|
| 467| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       189|  0.01|
| 468| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       188|  0.01|
| 469| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       179|  0.01|
| 470| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       189|  0.01|
| 471| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       179|  0.01|
| 472| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       183|  0.01|
| 473| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       178|  0.01|
| 474| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       168|  0.01|
| 475| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       179|  0.01|
| 476| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       174|  0.01|
| 477| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       186|  0.01|
| 478| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       171|  0.01|
| 479| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       174|  0.01|
| 480| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       172|  0.01|
| 481| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       170|  0.01|
| 482| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       180|  0.01|
| 483| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       170|  0.01|
| 484| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       172|  0.01|
| 485| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       175|  0.01|
| 486| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       165|  0.01|
| 487| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       173|  0.01|
| 488| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       162|  0.01|
| 489| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       165|  0.01|
| 490| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       168|  0.01|
| 491| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       163|  0.01|
| 492| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       163|  0.01|
| 493| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       164|  0.01|
| 494| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       164|  0.01|
| 495| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       147|  0.00|
| 496| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       161|  0.01|
| 497| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       166|  0.01|
| 498| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       158|  0.01|
| 499| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       161|  0.01|
| 500| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       149|  0.00|
| 501| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       161|  0.01|
| 502| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       152|  0.01|
| 503| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       153|  0.01|
| 504| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       157|  0.01|
| 505| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       141|  0.00|
| 506| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       157|  0.01|
| 507| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       149|  0.00|
| 508| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       148|  0.00|
| 509| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       153|  0.01|
| 510| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       143|  0.00|
| 511| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       149|  0.00|
| 512| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       146|  0.00|
| 513| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       144|  0.00|
| 514| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       147|  0.00|
| 515| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       139|  0.00|
| 516| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       143|  0.00|
| 517| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       142|  0.00|
| 518| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       139|  0.00|
| 519| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       134|  0.00|
| 520| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       138|  0.00|
| 521| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       128|  0.00|
| 522| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       138|  0.00|
| 523| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       141|  0.00|
| 524| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       124|  0.00|
| 525| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       135|  0.00|
| 526| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       124|  0.00|
| 527| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       137|  0.00|
| 528| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       123|  0.00|
| 529| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       127|  0.00|
| 530| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       136|  0.00|
| 531| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       118|  0.00|
| 532| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       124|  0.00|
| 533| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       116|  0.00|
| 534| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       124|  0.00|
| 535| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       128|  0.00|
| 536| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       108|  0.00|
| 537| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       124|  0.00|
| 538| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       109|  0.00|
| 539| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       120|  0.00|
| 540| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       119|  0.00|
| 541| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       119|  0.00|
| 542| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       122|  0.00|
| 543| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       115|  0.00|
| 544| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       112|  0.00|
| 545| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       109|  0.00|
| 546| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       107|  0.00|
| 547| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       112|  0.00|
| 548| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       117|  0.00|
| 549| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       112|  0.00|
| 550| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       109|  0.00|
| 551| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       112|  0.00|
| 552| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       116|  0.00|
| 553| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       101|  0.00|
| 554| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       113|  0.00|
| 555| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       108|  0.00|
| 556| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       110|  0.00|
| 557| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       107|  0.00|
| 558| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        97|  0.00|
| 559| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       112|  0.00|
| 560| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        97|  0.00|
| 561| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       115|  0.00|
| 562| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       102|  0.00|
| 563| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       102|  0.00|
| 564| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       109|  0.00|
| 565| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        96|  0.00|
| 566| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       108|  0.00|
| 567| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        96|  0.00|
| 568| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       100|  0.00|
| 569| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       104|  0.00|
| 570| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        96|  0.00|
| 571| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       101|  0.00|
| 572| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        95|  0.00|
| 573| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       100|  0.00|
| 574| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       100|  0.00|
| 575| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        97|  0.00|
| 576| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       104|  0.00|
| 577| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        96|  0.00|
| 578| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        90|  0.00|
| 579| . . . . . . . . . . . . . . . . . . . . . . . . . . .|       103|  0.00|
| 580| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        89|  0.00|
| 581| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        97|  0.00|
| 582| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        91|  0.00|
| 583| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        99|  0.00|
| 584| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        98|  0.00|
| 585| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        93|  0.00|
| 586| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        94|  0.00|
| 587| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        87|  0.00|
| 588| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        92|  0.00|
| 589| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        95|  0.00|
| 590| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        97|  0.00|
| 591| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        83|  0.00|
| 592| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        93|  0.00|
| 593| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        91|  0.00|
| 594| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        87|  0.00|
| 595| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        87|  0.00|
| 596| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        86|  0.00|
| 597| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        92|  0.00|
| 598| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        91|  0.00|
| 599| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        85|  0.00|
| 600| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        87|  0.00|
| 601| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        82|  0.00|
| 602| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        88|  0.00|
| 603| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        82|  0.00|
| 604| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        86|  0.00|
| 605| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        87|  0.00|
| 606| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        80|  0.00|
| 607| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        86|  0.00|
| 608| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        85|  0.00|
| 609| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        83|  0.00|
| 610| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        88|  0.00|
| 611| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        76|  0.00|
| 612| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        83|  0.00|
| 613| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        77|  0.00|
| 614| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        81|  0.00|
| 615| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        81|  0.00|
| 616| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        75|  0.00|
| 617| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        79|  0.00|
| 618| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        79|  0.00|
| 619| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        73|  0.00|
| 620| . . . . . . . . . . . . . . . . . . . . . . . . . . .|        84|  0.00|
